index,STATE,Year_Enacted,post,Required,Some_All_Staff,PK,K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade__8,Grade_9,Grade_10,Grade_11,Grade_12,Opt_Out,Effective_Date,Screening,Screening_Date_Enacted,Criminalization,Criminalization_Date_Enacted,Task_Force,Task_Force_Year_Enacted,Posters,Poster_Year_Enacted,year,Alabama_trend,Alaska_trend,Arizona_trend,Arkansas_trend,California_trend,Colorado_trend,Connecticut_trend,Delaware_trend,District_of_Columbia_trend,Florida_trend,Georgia_trend,Hawaii_trend,Idaho_trend,Illinois_trend,Indiana_trend,Iowa_trend,Kansas_trend,Kentucky_trend,Louisiana_trend,Maine_trend,Maryland_trend,Massachusetts_trend,Michigan_trend,Minnesota_trend,Mississippi_trend,Missouri_trend,Montana_trend,Nebraska_trend,Nevada_trend,New_Hampshire_trend,New_Jersey_trend,New_Mexico_trend,New_York_trend,North_Carolina_trend,North_Dakota_trend,Ohio_trend,Oklahoma_trend,Oregon_trend,Pennsylvania_trend,Rhode_Island_trend,South_Carolina_trend,South_Dakota_trend,Tennessee_trend,Texas_trend,Utah_trend,Vermont_trend,Virginia_trend,Washington_trend,West_Virginia_trend,Wisconsin_trend,Wyoming_trend,sid,pop,median_household_income,popwt,Unemployment_rate,sub_csa_cases,sub_ca_cases,rep_csa_cases,sub_rep_csa_ratio,PK_5,G6_12,sub_csa_yc,sub_ca_yc,rep_csa_inc
10,Alabama,7-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-06-01,0.0,,1.0,2012-07-01,1.0,2015,0.0,,2015,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4852347,44509,4786351.133333334,6.1,1723,85684,57429,24.843411183758274,1,1,0.5463472479917758,-0.3179098469212713,8.382629375423083
11,Alabama,7-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-06-01,0.0,,1.0,2012-07-01,1.0,2015,0.0,,2016,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4863525,47221,4786351.133333334,5.8,2712,98649,14429,16.831932349377208,1,1,0.2932400903085607,0.2675875728410233,23.594773381161954
12,Alabama,7-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-06-01,0.0,,1.0,2012-07-01,1.0,2015,0.0,,2017,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4874486,50865,4786351.133333334,4.4,8177,45698,61524,2.3466827673584327,1,1,0.5598256102998723,-0.4530095990020446,26.52851479407064
13,Alabama,7-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-06-01,0.0,,1.0,2012-07-01,1.0,2015,0.0,,2018,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4887681,49936,4786351.133333334,3.9,6061,63834,60243,19.769838222038086,1,1,-0.35894727195634973,0.4932304635112179,32.50050061675858
14,Alabama,7-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-06-01,0.0,,1.0,2012-07-01,1.0,2015,0.0,,2019,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4903185,51771,4786351.133333334,3.0,4729,30943,57971,24.02941637755395,1,1,0.39508354646849375,0.34610821752619736,31.629724116226324
15,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,666946,55891,715359.2666666667,6.9,5772,72793,35761,19.93198611579439,0,0,-0.7112303846196342,0.2028562075231748,9.90513160425389
16,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2006,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,675302,56418,715359.2666666667,6.6,4671,77102,12392,18.05146622318175,0,0,-0.3316066412609408,0.05143760492134042,25.608917549155308
17,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2007,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,680300,62993,715359.2666666667,6.3,7220,50041,60191,15.071027006253534,0,0,-0.33115550654862097,-0.01725287544076126,33.50092911553639
18,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2008,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,687455,63989,715359.2666666667,6.7,1086,65206,25767,18.206421260120187,0,0,-0.31067442336143836,0.0498971392928661,14.247868971978695
19,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2009,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,698895,61604,715359.2666666667,7.7,1107,84298,18673,2.248209827212719,0,0,0.49908542480557216,-0.527231547834841,21.823288243603564
20,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2010,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,710231,57848,715359.2666666667,7.9,4888,1217,4669,25.555871847736313,0,0,-0.07656238865309062,-0.09945211882451066,3.4914114546567854
21,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2011,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,722128,57431,715359.2666666667,7.6,489,79192,34597,3.587347437525281,0,0,-0.2637173206631436,0.1379592089294014,28.569466292773352
22,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2012,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,730443,63648,715359.2666666667,7.1,3834,17347,41249,14.097560377897354,0,0,-0.12334926352164033,-0.5838095640310959,17.47935583324646
23,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2013,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,737068,72472,715359.2666666667,7.0,3522,102640,5996,5.156075658363772,0,0,-0.5115992969892065,0.502917842188852,7.695623917375254
24,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,0,2015,0.0,,2014,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,736283,67629,715359.2666666667,6.9,4926,97333,21651,6.020365766237391,0,0,-0.5814131675989742,-0.6261696837046704,26.398268555656298
25,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,1.0,2015,0.0,,2015,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,737498,75112,715359.2666666667,6.5,6113,64059,59790,20.914394859551784,0,0,-0.5260009255175969,-0.7325795849722689,14.396728427346774
26,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,1.0,2015,0.0,,2016,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,741456,75723,715359.2666666667,6.9,4183,30014,3162,1.6517205826571175,0,0,0.5515434246828942,0.15405976443690717,16.1844806477949
27,Alaska,6-15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-01,0.0,,1.0,1991-08-01,1.0,2015,0.0,,2017,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,739700,77987,715359.2666666667,7.0,6107,62768,20676,5.279681337889616,0,0,0.44610629322175976,0.40110590670262103,31.64324851355458
28,Alaska,6-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2017-07-01,0.0,,1.0,1991-08-01,1.0,2015,0.0,,2018,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,735139,68734,715359.2666666667,6.6,2244,62221,20905,20.45864572180376,1,1,0.4104387381365976,-0.3532863151910253,26.084034376304416
29,Alaska,6-15',1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2017-07-01,0.0,,1.0,1991-08-01,1.0,2015,0.0,,2019,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,731545,77203,715359.2666666667,5.4,5594,36399,18989,1.912913728488025,1,1,0.45774138392198027,0.273448789344118,23.263838383038486
30,Arizona,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,2013-07-01,0.0,,0,2021,2005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5839077,45245,6579581.8,4.7,3075,79152,32839,11.925398732906544,0,0,-0.2262973445555534,-0.3330772118771525,19.772860262351493
31,Arizona,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,2013-07-01,0.0,,0,2021,2006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6029141,46657,6579581.8,4.2,1480,8405,63352,11.239579786809339,0,0,-0.017445707701495006,0.168204214592099,6.666208522787272
32,Arizona,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,2013-07-01,0.0,,0,2021,2007,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6167681,47215,6579581.8,3.9,3998,78702,40412,22.368007080617577,0,0,0.32275045880368236,-0.4670172638347055,27.583844358399944
33,Arizona,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,2013-07-01,0.0,,0,2021,2008,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6280362,46914,6579581.8,6.2,2558,3131,6255,11.90512471977475,0,0,-0.10030745286610021,-0.2686328432620374,3.9646579086231784
